Name,Address,LAT,LON,CEO,Year,Mission,Additional_information,Handicapped,Active_users,Collections,Wi-Fi
Mazozolu pagasta bibliotēka,"Skolas iela 1-8, Līčupe, Mazozolu pag., Ogres nov., LV-5065",56.89635,25.42125,Agita Jēkabsone,1949,"Ogres novada Mazozolu pagasta bibliotēka ir Mazozolu pagasta kultūras, izglītības un informācijas iestāde, kura nodrošina tajā esošās informācijas pieejamību un tās izmantošanu.",Pusdienas pārtraukums  12.00-13.00.,,109,5211,Jā
Mazsalacas novada Ramatas pagasta bibliotēka,"Ķīši, Ramata, Ramatas pag., Mazsalacas nov., LV-4216",57.95029,25.00566,Gunita Penka,1945,"Ramatas pagasta bibliotēka ir Mazsalacas novada kultūras, sociāla un informacionāla iestāde, kuras mērķis ir visa vecuma grupu apkalpošana. Bibliotēkas misija ir iekļauties tālākajā sabiedrības informatizācijas procesā, piedāvājot un nodrošinot to informāciju ko vēlas saņemt lietotāji, nodrošināt kulturālu, saturīgu laika pavadīšanu.",no 1.jūnija līdz 31.augustam vasaras darba laiks,,90,4027,Jā
Mazsalacas novada Sēļu pagasta bibliotēka,"Sēļu muiža, Sēļi, Sēļu pag., Mazsalacas nov., LV-4213",57.8512,25.21294,Jana Buliņa,1946,"Bibliotēkas apmeklētāju rīcībā brīvpieejas, ļoti labi nokomplektēts grāmatu krājums un 26 nosaukumu periodiskie izdevumi, 6-as datorizētas lietotāju darba vietas, bezvadu internets, SBA pakalpojumi, iespēja bez maksas noskatīties Latvijas kinostudijā tapušas filmas / http://www.filmas.lv/, bagātīgs novadpētniecības materiālu klāsts, tematiskas pēcpusdienas bērniem, jauniešiem, izglītojoši vakari pieaugušajiem.;Sēļu pagasta bibliotēkā nav neviena maksas pakalpojuma: pat par kopēšanu un drukāšanu nav jāmaksā.;;","Katra  mēneša pēdējā ceturtdiena - sanitārā diena, bibliotēka slēgta.;Katra mēneša pirmā pirmdiena - grāmatu piegāde mājās.",,185,5187,Jā
Mazsalacas novada Skaņkalnes pagasta bibliotēka,"Bērzu iela 2-19, Skaņkalne, Skaņkalnes pag., Mazsalacas nov., LV-4215",57.85676,25.04294,Ieva Bāliņa,1928,"Bibliotēka lietotājiem piedāvā:; Grāmatas, ; Periodiskos izdevumus,; Datora pakalpojumus,; Interneta izmantošanu,; Pieeju elektroniskajām datu bāzēm (Lursoft Laikrakstu bibliotēka, Letonika ),; SBA pakalpojumus.;;;",,,125,4253,Jā
Mazsalacas pilsētas bibliotēka,"Parka iela 9-2, Mazsalaca, Mazsalacas nov., LV-4215",57.86112,25.0471,Zane Berga,1886,"Mazsalacas pilsētas bibliotēka ir pilsētas un kopš 2009.gada jūlija, arī novada kultūras, izglītības un informācijas iestāde, kas pilda vietējas nozīmes bibliotēku funkcijas, nodrošinot vietējās sabiedrības vajadzībām atbilstošus bibliotekāros, bibliogrāfiskos un informacionālos pakalpojumus.","Katra mēneša pēdējā piektdiena- metodiskā diena, bibliotēka apmeklētājiem slēgta. ;;Vasarā bibliotēka slēgta sestdienās un svētdienās. ;Bērnu nodaļa slēgta- sestdienās un svētdienās.",Jā,700,15346,Jā
Mazsalacas vidusskolas bibliotēka,"Parka 30, Mazsalacas pag., Mazsalacas nov., LV-4215",57.86393,25.03295,Daina Valdmane,1997,,,,321,60454,Jā
Mazzalves pamatskolas bibliotēka,"Skolas iela 1, Ērberģe, Mazzalves pag., Neretas nov., LV-5133",56.36476,25.01727,Daiga Pabērza,1935,"Mācību literatūras un daiļliteratūras bērniem komplektēšana, audzināšanas darbs, izglītošanas darbs, informatīvi izglītojošais darbs",Bibliotēkā var notikt nodarbības arī stundu laikā. Individuāli pēc vienošanās skolēni un skolotāji tiek apkalpoti arī starppbrīžos.,,87,3911,Jā
Medņevas  bibliotēka,"Tautas iela 1-2, Semenova, Medņevas pag., Viļakas nov., LV-4586",57.13531,27.64478,Anita Smuškova,1948,"Medņevas pagasta bibliotēka ir kultūras, izglītības un informācijas iestāde. ;Bibliotēkas darbības mērķis ir visu pagasta iedzīvotāju bibliotekārā, bibliogrāfiskā un; informatīvā apkalpošana.;;",Pusdienu pārtraukums no plkst.12.30-13.00.Mēneša pēdējā piektdiena bibliotēkā ir spodrības diena.,,161,5445,Jā
Medumu  internātpamatskolas bibliotēka,"Ilgas iela 15, Medumi, Medumu pag., Daugavpils nov., LV-5460",55.79044,26.35928,Audrona Sizova,,,,,146,3081,
Medumu pagasta bibliotēka,"Alejas iela 20, Medumi, Medumu pag., Daugavpils nov., LV-5460",55.7837,26.35111,Jeļena Stikāne,1946,"Medumu pagasta bibliotēka ir Medumu pagasta pārvaldes struktūrvienība. Medumu pagasta bibliotēka ir kultūras, izglītības un informācijas iestāde, kuras darbības mērķis ir attīstīt bibliotēku par izglītības, informācijas, kultūras un sabiedriskas saskarsmes centru, nodrošināt operatīvus un kvalitatīvus vietējas sabiedrības vajadzībām atbilstošus informācijas pakalpojumus, nodrošināt pilnvērtīgu un kvalitatīvu krājumu attīstību un komplektēšanu, pilnveidot un attīstīt tradicionālo un elektronisko resursu izmantošanu. ",Pusdienu pārtraukums: 12:00 - 12:30.,Jā,172,6641,Jā
Medumu pamatskolas bibliotēka,"Alejas iela 20, Medumi, Medumu pag., Daugavpils nov., LV-5460",55.7837,26.35111,Aelita Valdovska,,"Medumu pamatskolas bibliotēka ir Medumu pagasta pašvaldības struktūrvienība, kuras darbības mērķi ir attīstīt bibliotēku par izglītības, informācijas centru, nodrošināt skolas izglītojošo darbību ar  tai nepieciešamo informāciju un mācību līdzekļiem, mācību grāmatām, attīstīt lasīšanas intereses, lasītprasmes, sniegt palīdzību skolēniem projektu un zinātniski pētnieciskajā darbā, pilnveidot un attīstīt tradicionālo un elektronisko resursu izmantošanu.",,,,5951,
Meirānu Oskara Kalpaka pamatskolas bibliotēka,"Skola, Meirāni, Indrānu pag., Lubānas nov., LV-4826",56.82542,26.60678,Dina Sestule,,"Skolas bibliotēka nodrošina bibliotēkas lietotājiem brīvu, neierobežotu literatūras un informācijas saņemšanu, sniedz bibliotekāros, bibliogrāfiskos un informatīvos pakalpojumus, saskaņā ar izglītības iestādes vadītāja apstiprinātajiem bibliotēkas lietošanas noteikumiem. Organizē literatūru un lasīšanu popularizējošus pasākumus.",Strādā bez pusdienu pārtraukuma.,,52,4317,Jā
Meņģeles pagasta bibliotēka,"Pagastmāja, Meņģele, Meņģeles pag., Ogres nov., LV-5047",56.8059,25.41933,Māra Leimane,1907,"Bez tradicionālās, iespiestās literatūras, bibliotēkā pieejami datori ar interneta pieslēgumu, kā arī bezvadu internets (bezmaksas pakalpojums), tiek sniegti skenēšanas, printēšanas un kopēšanas pakalpojumi",,,177,4224,Jā
Mērdzenes pagasta bibliotēka,"Liepu iela 19, Mērdzene, Mērdzenes pag., Kārsavas nov., LV-5726",56.68372,27.74945,Janīna Kadakovska,1948,"Bibliotēka darbojas kā informācijas, izglītības, kultūras, vietējās sabiedrības komunikācijas, izklaides un atpūtas centrs.",,Jā,237,5545,Jā
Mērdzenes pamatskolas bibliotēka,"Skolas iela 1, Mērdzene, Mērdzenes pag., Kārsavas nov., LV-5726",56.68515,27.75129,Inese Lele,1897,,,Jā,78,2161,Jā
Mērsraga novada bibliotēka,"Lielā iela 25, Mērsrags, Mērsraga nov., LV-3284",57.33253,23.12401,Maira Petere,1904,"Mērsraga bibliotēka ir Mērsraga novada pašvaldības kultūras, izglītības un informācijas iestāde, kas atrodas Mērsraga Tautas nama telpās un tās darbības mērķis ir iedzīvotāju bibliotekārā, bibliogrāfiskā un informatīvā apkalpošana.",,Jā,319,8866,Jā
Mērsraga vidusskolas bibliotēka,"Skolas iela 8, Mērsrags, Mērsraga nov., LV-3284",57.34468,23.11088,Sintija Freimane-Grīnberga/Ilze Indruškeviča,,,,Jā,168,9820,
Mētrienas pagasta bibliotēka,"Skolas iela 7, Mētriena, Mētrienas pag., Madonas nov., LV-4865",56.6751,26.31872,Jolanta Vītola,1908,"Attīstīt bibliotēku par izglītības, informācijas, kultūras un sabiedriskās saskarsmes centru, nodrošināt operatīvus un kvalitatīvus vietējās sabiedrības vajadzībām atbilstošus informācijas pakalpojumus, sniegt atbalstu vietējās sabiedrības attīstībā.",,Jā,168,8102,Jā
Mētrienas pamatskolas bibliotēka,"Centra iela 5, Mētriena, Mētrienas pag., Madonas nov., LV-4865",56.67693,26.3221,Ārija Jaško,1971,"Izglītības programmu īstenošanai nepieciešamo mācību grāmatu un citu dokumentu komplektēšana, apstrāde. Iespēju robežās iegādājamies arī daiļliteratūru.Notiek skolotāju un skolēnu informatīvā un bibliotekārā apkalpošana. Aktīvi piedalāmies ""Bērnu, jauniešu un vecāku žūrijā"".",,,38,1472,Jā
Mežāres bibliotēka,"Druvasnieki 16A, Mežāre, Mežāres pag., Krustpils nov., LV-5226",56.53629,26.24173,Jānis Pastars,1954,"Mežāres bibliotēka ar savu darbību veic vietējo iedzīvotāju bibliotekāro, bibliogrāfisko un informacionālo apkalpošanu, īpašu uzmanību veltot pagasta iedzīvotāju intelektuālai attīstībai neatkarīgi no viņu finansiālajām iespējām, atšķirībām fiziskajā un izglītības jomā.",Pusdienas pārtraukums no 12:00 - 13:00,Jā,203,6355,Jā
Mežāres pamatskolas bibliotēka,"Mežāres pamatskola, Mežāre, Mežāres pag., Krustpils nov., LV-5226",56.53655,26.24414,Inna Sakoviča,1993,,,Jā,63,2969,
Mežciema pamatskolas bibliotēka,"Hipokrāta iela 31, Rīga, LV-1079",56.9616,24.23738,,1992,,,,695,14072,
Mežgaļu pamatskolas bibliotēka,"Mežgaļu skola, Brunavas pag., Bauskas nov., LV-3907",56.30647,24.40373,Ruta Šteinberga,1942,"Īsteno pamatizglītības programmu (2101 11 11), Speciālās pamatizglītības programmu izglītojamiem ar mācīšanās traucējumiem, Pirmsskolas izglītības programmu (0101 11 11), Speciālo pirmsskolas izglītības programmu izglītojamiem ar valodas traucējumiem; (0101 55 11).",Grāmatu maiņa notiek visu dienu pirms stundām un jebkurā stundu starplaikā.,,88,8049,Jā
Mežinieku pamatskola bibliotēka,"Jaunbērze, Jaunbērzes pag., Dobeles nov.",56.74331,23.39225,,,,,,116,5084,Jā
Mežotnes pagasta Jumpravas bibliotēka,"Jumpravas 3, Jumprava, Mežotnes pag., Bauskas nov., LV-3901",56.41666,24.10847,Aija Zoliņa,,,Trešdiena- Metodiskā diena,Jā,113,3630,
Mežotnes pagasta Mežotnes bibliotēka,"Pils iela 8, Mežotne, Mežotnes pag., Bauskas nov., LV-3918",56.44057,24.05377,Elīna Nagliša,1996,"Bibliotēkas lietotāji tiek nodrošināti ar literatūru, preses izdevumiem, IT pakalpojumiem un dažāda veida uzziņām un informāciju.",Trešdiena - metodiskā diena.,Jā,183,4424,Jā
Mežotnes pagasta Strēlnieku bibliotēka,"Parka iela 1, Strēlnieki, Mežotnes pag., Bauskas nov., LV-3926",56.50204,24.08214,Linda Vārna,1994,"Vietējās nozīmes bibliotēka- informācijas, kultūras un izglītības funkciju veicēja.;Grāmatu un periodisku izdevumu izsniegšana, bezmaksas interneta pieejamība, konsultācijas ar informāciju, kultūru, izglītību saistītos jautājumos.;Kopēšana, skenēšana, izdrukas, uzziņu pakalpojumi.;Bibliotēka kā pulcēšanās vieta.",,,195,7110,Jā
Mežotnes sākumskola bibliotēka,"Zemgaļu iela 7, Mežotne, Mežotnes pag., Bauskas nov., LV-3918",56.44089,24.05751,Gita Graudiņa,,,,,30,2660,
Mežvidu pagasta bibliotēka,"Pagastmāja, Mežvidi, Mežvidu pag., Kārsavas nov., LV-5725",56.69304,27.53369,Veronika Škestere,1951,"Bibliotēkas misija atskaites gadā: veidot bibliotēku par zināšanu, sociālās mācīšanās, kultūras apmaiņas un iespēju radīšanas centru, nodrošinot vienlīdzīgas iespējas ikvienam saņemt augsti kvalitatīvus informācijas pakalpojumus neatkarīgi no tautības, sabiedriskā statusa vai dzīves vietas, kā arī būt par cilvēces kultūras vērtību glabātāju un izplatītāju, lai ar bibliotēkas pakalpojumiem būtu apmierināts ikviens apmeklētājs. Īstenot Latvijas bibliotēku novadpētniecības darba vadlīnijas, pilnveidojot novadpētniecības darbu, ieviešot vienotus darbības principus, piemērojot bibliotēkas unikālajai situācijai.",Pusdienu pārtraukums- 12:00-13:00,,157,5426,Jā
Mežvidu pagasta Ranču bibliotēka,"Otrie Mežvidi, Mežvidu pag., Kārsavas nov.",56.73404,27.63001,Anna Kalniņa,1955,"Kārsavas novada Mežvidu pagasta Ranču bibliotēka ir pašvaldības izglītojoša, informatīva un kultūras iestāde; nodrošina tajā esošas informācijas publisku pieejamību un izmantošanu.",,,81,2831,Jā
Mežvidu pamatskolas bibliotēka ,"Skola, Mežvidi, Mežvidu pag., Kārsavas nov., LV-5725",56.69443,27.52848,Inga Jurdže,,";Bibliotēka nodrošina skolas mācību procesu ar nepieciešamajām grāmatām, tai skaitā ar mācību grāmatām, mācību palīglīdzekļiem, uzziņu literatūru, daiļliteratūru.",,,73,6803,Jā
Milzkalnes sākumskolas bibliotēka,"Milzkalnes sākumskola, Milzkalne, Smārdes pag., Engures nov., LV-3148",56.97866,23.2273,Ineta Belcāne,1990,,,,126,1213,
Misas vidusskolas bibliotēka,"Misa, Vecumnieku pag., Vecumnieku nov.",56.6001,24.36881,Skaidrīte Liniņa,1974,,,Jā,,4238,Jā
Mores pamatskolas bibliotēka,"Siguldas iela 15, More, Mores pag., Siguldas nov., LV-2170",57.08173,25.08198,Tīna Blūma,,,,Jā,,2218,Jā
Murjāņu sporta ģimnāzijas bibliotēka,"Klintslejas 4, Murjāņi, Sējas nov., LV-2142",57.14405,24.67722,Inta Makare,1965,Murjāņu sporta ģimnāzijā tiek īstenotas sekojošas IP:;1. Pamatizglītības (7.-9.kl.) programma.;2. Vispārējās vidējās vispārizglītojošās izglītības programma.;3. Sporta veidu profesionālās darbības programma.  ,,Jā,,31580,
Murmastienes pamatskolas bibliotēka,"Rēzeknes iela 1, Murmastiene, Murmastienes pag., Varakļānu nov., LV-4835",56.66805,26.56645,Zanda Broka,,,,,47,5919,
Nagļu pagasta bibliotēka,"Priedītes, Nagļi, Nagļu pag., Rēzeknes nov., LV-4631",56.69012,26.92853,Veronika Volka,1951,"Aktīvi piedalīties informācijas sabiedrības veidošanas procesā, veicināt uz zināšanām balstītas sabiedrības attīstību, nodrošināt lietotājiem nepieciešamo informāciju un saturīgu brīvā laika pavadīšanu",pārtraukums no 12:00 līdz 12:30,,161,6326,Jā
Nākotnes bibliotēka,"Skolas iela 6, Nākotne, Glūdas pag., Jelgavas nov., LV-3040",56.62023,23.43983,Inta Vīksna,1998,"Bibliotēkas ir pagasta kultūras, izglītības un informācijas iestāde, kuras galvenais uzdevums nodrošināt bibliotēkas lietotājus un apmeklētājus ar jaunāko daiļliteratūru un nozaru literatūru, periodikas izdevumiem. Nodrošināt kvalitatīvu, operatīvu informācijas sniegšanu, izmantojot informācijas tehnoloģijas, internetu, elektronisko kopkatalogu, datu bāzes, SBA pakalpojumus.",Trešdiena- metodiskā diena.,,387,5506,Jā
Naujenes pamatskolas bibliotēka,"Stacijas iela 8, Naujene, Naujenes pag., Daugavpils nov., LV-5462",55.93599,26.75491,Valija Kavinska,1964,"Bibliotēkas pamatuzdevums ir atbalstīt skolas mācību procesu un vispārējo skolas darbību.;Bibliotēka apkalpo skolēnus, skolotājus, skolas darbiniekus, bet bibliotēku  apmeklē arī skolas absolventi un skolēnu vecāki.;Bibliotēka sadarbojas ar skolas vietējās pašvaldības bibliotēku. Kopīgi tiek rīkoti dažādi lasīšanas veicināšanas pasākumi.",,Jā,131,6728,Jā
Naujenes tautas bibliotēka,"Daugavas iela 31A, Krauja, Naujenes pag., Daugavpils nov., LV-5451",55.90825,26.65347,Diāna Čiževska,1955,"Naujenes tautas bibliotēka ir Naujenes pagasta pārvaldes izglītojoša, informatīva un kultūras dibināta struktūrvienība, kuras darbības mērķis ir sekmēt uz klientiem orientētu un dinamisku Naujenes tautas bibliotēkas attīstību, stimulēt bibliotēkas daudzfunkcionālo raksturu, veidot un uzturēt mūsdienu prasībām atbilstošu bibliotēkas informācijas krājumu un vienotās informācijas piegādes sistēmu.",Pusdienu pārtraukums no 12:00- 13:00,Jā,1250,28541,Jā
Naukšēnu novada vidusskolas bibliotēka,"Naukšēnu vidusskola, Naukšēni, Naukšēnu pag., Naukšēnu nov., LV-4244",57.88506,25.46149,Inga Medne,1938,* Skolēnu nodrošinājums ar mācību literatūru un daiļliteratūru;* Pedagogu nodrošinājums ar pedagoģisko literatūru;* Lasīšanas veicināšanas pasākumi;* Uzziņu darbs;* Izstādes,,,287,7659,Jā
Naukšēnu pagasta bibliotēka,"Pagasta nams, Naukšēni, Naukšēnu pag., Naukšēnu nov., LV-4244",57.88326,25.45216,Sarmīte Praudiņa,1913,"Bibliotēkas galvenais uzdevums - nodrošināt visiem bibliotēkas lietotājiem brīvu, neierobežotu literatūras un informācijas saņemšanu, sniedzot viņiem pieejamus bibliotekāros, bibliogrāfiskos un informatīvos pakalpojumus.","pusdienas pārtraukums 13:00 līdz 14:00, katra mēneša pēdējā piektdiena - metodiskā diena",Jā,470,8836,Jā
Nautrēnu pagasta bibliotēka,"Vālodzīte, Rogovka, Nautrēnu pag., Rēzeknes nov., LV-4652",56.71011,27.41663,Anita Žogota,1947,"Bibliotēkas darbība saistīta ar iedzīvotāju informacionālo apkalpošanu, kultūras un izklaides iespēju piedāvājumu pagasta iedzīvotājiem. Bibliotēka strādā un arī turpmāk attīstīsies vairākos virzienos – lietotāju apmācības un izglītošana, informācijas resursu un krājuma veidošana, pakalpojumu pilnveide un uzlabošana, novadpētniecības darbs, kultūras pasākumi un izstādes",Pusdienu pārtraukums 12:00- 12:30;;Spodrības diena- mēneša pēdējā piektdiena,Jā,249,9048,Jā
Nautrēnu vidusskolas bibliotēka,"Skolas iela, Rogovka, Nautrēnu pag., Rēzeknes nov.",56.71007,27.41542,Elīna Sjakste,,,,Jā,174,7303,Jā
Nautrēnu vidusskolas struktūrvienības Bērzgales pamatskolas bibliotēka ,"Rītupes iela 25, Bērzgale, Bērzgales pag., Rēzeknes nov., LV-4612",56.62928,27.51601,Antonija Kroiče,,,,,64,10119,
Neretas Jāņa Jaunsudrabiņa vidusskolas bibliotēka,"Dzirnavu iela 4, Nereta, Neretas pag., Neretas nov., LV-5118",56.20028,25.31148,Rta Trukša,1937,"Neretas Jāna jaunsudrabiņa vidusskolas bibliotēkas galvenie darbības virzieni: ; -izglītības programmu īstenošanai nepieciešamo mācību grāmatu un citu dokumentu komplektēšana, uzskaite, apstrāde un glabāšana;;- skolēnu un pedagogu bibliotekārā un informatīvā apkalpošana;;- skolēnu lasītprasmes veicināšana;;- informatīvo prasmju mācīšana.;Bibliotēka apkalpo Neretas Jāņa Jaunsudrabiņa vidusskolas skolēnus, viņu vecākus, pedagogus, darbiniekus, skolas absolventus. Bibliotēkā ir abonements, lasītava un krātuve. Bibliotēkas kopējais krājums – 12507. Lasītājiem pieejami datori ar interneta pieslēgumu. Tiek abonēti 11 preses izdevumi. ;",Sanitārā diena katra mēneša 2. un 4. piektdiena no plkst.13.00 līdz 16.00,Jā,200,12507,Jā
